appName,precision,recall,Weight,number,tp
14,0.9900,0.9900,0.0105,100,99
3,1.0000,1.0000,0.0105,100,100
23,1.0000,1.0000,0.0105,100,100
4,0.9901,1.0000,0.0105,100,100
0,0.9901,1.0000,0.0105,100,100
64,0.9208,0.9300,0.0105,100,93
50,0.9901,1.0000,0.0105,100,100
33,1.0000,1.0000,0.0105,100,100
42,1.0000,1.0000,0.0105,100,100
44,1.0000,1.0000,0.0105,100,100
58,0.9400,0.9400,0.0105,100,94
39,1.0000,0.9700,0.0105,100,97
29,1.0000,0.9900,0.0105,100,99
40,0.9900,0.9900,0.0105,100,99
46,1.0000,0.9900,0.0105,100,99
92,1.0000,0.9700,0.0105,100,97
5,0.9706,0.9900,0.0105,100,99
22,0.9802,0.9900,0.0105,100,99
35,0.6644,0.9900,0.0105,100,99
81,0.9900,0.9900,0.0105,100,99
55,1.0000,0.9800,0.0105,100,98
90,1.0000,1.0000,0.0105,100,100
38,1.0000,0.9900,0.0105,100,99
94,0.9900,0.9900,0.0105,100,99
71,0.9608,0.9800,0.0105,100,98
32,0.9800,0.9800,0.0105,100,98
12,0.9900,0.9900,0.0105,100,99
10,1.0000,0.9800,0.0105,100,98
28,1.0000,0.9900,0.0105,100,99
80,1.0000,0.9800,0.0105,100,98
68,0.9901,1.0000,0.0105,100,100
78,1.0000,0.9900,0.0105,100,99
11,0.9802,0.9900,0.0105,100,99
2,1.0000,1.0000,0.0105,100,100
93,1.0000,1.0000,0.0105,100,100
88,1.0000,1.0000,0.0105,100,100
53,0.9216,0.9400,0.0105,100,94
56,1.0000,1.0000,0.0105,100,100
8,1.0000,1.0000,0.0105,100,100
57,1.0000,1.0000,0.0105,100,100
54,1.0000,0.9800,0.0105,100,98
75,1.0000,1.0000,0.0105,100,100
82,0.9900,0.9900,0.0105,100,99
63,1.0000,0.9900,0.0105,100,99
15,1.0000,1.0000,0.0105,100,100
59,1.0000,0.9800,0.0105,100,98
89,0.9896,0.9500,0.0105,100,95
83,1.0000,0.9700,0.0105,100,97
45,1.0000,0.9900,0.0105,100,99
26,1.0000,1.0000,0.0105,100,100
17,0.9901,1.0000,0.0105,100,100
37,1.0000,0.9900,0.0105,100,99
86,1.0000,1.0000,0.0105,100,100
72,1.0000,0.9400,0.0105,100,94
51,1.0000,0.9900,0.0105,100,99
6,0.9600,0.9600,0.0105,100,96
31,0.9901,1.0000,0.0105,100,100
76,0.9802,0.9900,0.0105,100,99
48,1.0000,1.0000,0.0105,100,100
36,1.0000,0.9800,0.0105,100,98
21,1.0000,0.9900,0.0105,100,99
52,1.0000,1.0000,0.0105,100,100
25,1.0000,1.0000,0.0105,100,100
1,1.0000,0.9700,0.0105,100,97
47,0.9800,0.9800,0.0105,100,98
60,1.0000,0.9900,0.0105,100,99
79,1.0000,0.9800,0.0105,100,98
9,1.0000,1.0000,0.0105,100,100
67,1.0000,0.9900,0.0105,100,99
61,1.0000,0.9900,0.0105,100,99
19,1.0000,0.9800,0.0105,100,98
41,1.0000,0.9800,0.0105,100,98
43,1.0000,0.9900,0.0105,100,99
91,1.0000,0.9900,0.0105,100,99
16,1.0000,0.9900,0.0105,100,99
7,1.0000,1.0000,0.0105,100,100
49,0.9798,0.9700,0.0105,100,97
73,0.9804,1.0000,0.0105,100,100
77,1.0000,0.9900,0.0105,100,99
84,1.0000,0.9600,0.0105,100,96
20,0.9901,1.0000,0.0105,100,100
18,0.9798,0.9700,0.0105,100,97
62,0.9796,0.9600,0.0105,100,96
13,0.9612,0.9900,0.0105,100,99
74,1.0000,1.0000,0.0105,100,100
70,1.0000,0.9900,0.0105,100,99
87,0.9429,0.9900,0.0105,100,99
66,1.0000,0.9900,0.0105,100,99
30,0.9899,0.9800,0.0105,100,98
24,1.0000,0.9700,0.0105,100,97
69,1.0000,1.0000,0.0105,100,100
34,0.9694,0.9500,0.0105,100,95
27,1.0000,0.9900,0.0105,100,99
65,1.0000,0.9800,0.0105,100,98
85,1.0000,1.0000,0.0105,100,100
accuracy,0.9864,, , , 

 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
