appName,precision,recall,Weight,number,tp
14,0.9694,0.9500,0.0105,100,95
3,1.0000,0.9800,0.0105,100,98
23,0.9798,0.9700,0.0105,100,97
4,0.9703,0.9800,0.0105,100,98
0,1.0000,0.9500,0.0105,100,95
64,0.8990,0.8900,0.0105,100,89
50,0.9898,0.9700,0.0105,100,97
33,0.9899,0.9800,0.0105,100,98
42,1.0000,1.0000,0.0105,100,100
44,1.0000,0.9800,0.0105,100,98
58,0.8214,0.9200,0.0105,100,92
39,0.9798,0.9700,0.0105,100,97
29,0.9159,0.9800,0.0105,100,98
40,1.0000,0.9800,0.0105,100,98
46,1.0000,0.9700,0.0105,100,97
92,1.0000,0.9700,0.0105,100,97
5,0.9519,0.9900,0.0105,100,99
22,0.9899,0.9800,0.0105,100,98
35,0.6275,0.9600,0.0105,100,96
81,0.9706,0.9900,0.0105,100,99
55,0.9899,0.9800,0.0105,100,98
90,0.9612,0.9900,0.0105,100,99
38,1.0000,0.9600,0.0105,100,96
94,1.0000,0.9600,0.0105,100,96
71,0.9697,0.9600,0.0105,100,96
32,0.9896,0.9500,0.0105,100,95
12,1.0000,0.9600,0.0105,100,96
10,1.0000,0.9800,0.0105,100,98
28,1.0000,0.9900,0.0105,100,99
80,0.9800,0.9800,0.0105,100,98
68,1.0000,1.0000,0.0105,100,100
78,0.9612,0.9900,0.0105,100,99
11,1.0000,0.9700,0.0105,100,97
2,1.0000,1.0000,0.0105,100,100
93,1.0000,1.0000,0.0105,100,100
88,1.0000,0.9900,0.0105,100,99
53,0.9592,0.9400,0.0105,100,94
56,0.9901,1.0000,0.0105,100,100
8,1.0000,0.9700,0.0105,100,97
57,1.0000,0.9900,0.0105,100,99
54,1.0000,0.9800,0.0105,100,98
75,0.9901,1.0000,0.0105,100,100
82,0.9505,0.9600,0.0105,100,96
63,0.9900,0.9900,0.0105,100,99
15,0.9706,0.9900,0.0105,100,99
59,1.0000,0.9800,0.0105,100,98
89,0.9588,0.9300,0.0105,100,93
83,0.9694,0.9500,0.0105,100,95
45,0.9898,0.9700,0.0105,100,97
26,0.9901,1.0000,0.0105,100,100
17,0.9900,0.9900,0.0105,100,99
37,0.9898,0.9700,0.0105,100,97
86,0.9901,1.0000,0.0105,100,100
72,0.9896,0.9500,0.0105,100,95
51,1.0000,0.9900,0.0105,100,99
6,0.9423,0.9800,0.0105,100,98
31,1.0000,0.9900,0.0105,100,99
76,0.8396,0.8900,0.0105,100,89
48,1.0000,0.9800,0.0105,100,98
36,0.8318,0.8900,0.0105,100,89
21,0.9417,0.9700,0.0105,100,97
52,0.9900,0.9900,0.0105,100,99
25,1.0000,1.0000,0.0105,100,100
1,0.9895,0.9400,0.0105,100,94
47,0.9792,0.9400,0.0105,100,94
60,1.0000,0.9900,0.0105,100,99
79,1.0000,0.9700,0.0105,100,97
9,1.0000,0.9900,0.0105,100,99
67,0.9899,0.9800,0.0105,100,98
61,0.9897,0.9600,0.0105,100,96
19,0.9899,0.9800,0.0105,100,98
41,0.9895,0.9400,0.0105,100,94
43,1.0000,0.9900,0.0105,100,99
91,0.9327,0.9700,0.0105,100,97
16,1.0000,0.9900,0.0105,100,99
7,0.9802,0.9900,0.0105,100,99
49,0.9789,0.9300,0.0105,100,93
73,0.9700,0.9700,0.0105,100,97
77,1.0000,0.9700,0.0105,100,97
84,0.9796,0.9600,0.0105,100,96
20,0.9898,0.9700,0.0105,100,97
18,0.9400,0.9400,0.0105,100,94
62,0.8942,0.9300,0.0105,100,93
13,1.0000,0.9700,0.0105,100,97
74,0.9900,0.9900,0.0105,100,99
70,0.9800,0.9800,0.0105,100,98
87,0.9697,0.9600,0.0105,100,96
66,0.9800,0.9800,0.0105,100,98
30,0.9900,0.9900,0.0105,100,99
24,0.9694,0.9500,0.0105,100,95
69,1.0000,1.0000,0.0105,100,100
34,0.8942,0.9300,0.0105,100,93
27,0.9608,0.9800,0.0105,100,98
65,1.0000,0.9600,0.0105,100,96
85,1.0000,0.9900,0.0105,100,99
accuracy,0.9709,, , , 

